,SYMP,DRUG
4009,27651,J05AD
4010,3689,S01BA
4011,7821,C10AA
4012,3689,J01FA
4013,6959,N01BB
4014,7821,L01BC
4015,5119,M05BA
4017,7821,C05AA
4018,4589,G02AB
4019,2699,L01XA
4020,78052,J01CA
4021,78550,N03AX
4022,78900,N05AX
4023,7821,M05BA
4024,72885,N05AF
4025,78820,R07AB
4026,2699,R03AC
4027,78650,R06AX
4028,7840,R06AA
4029,7821,J05AX
4030,7863,L01DB
4031,4589,V04CX
4032,9916,N07XX
4033,78052,S01EB
4034,7821,L01AA
4035,7840,N02AX
4036,72885,A04AD
4037,4589,J05AP
4038,7872,L01XX
4039,7840,C01AA
4040,78820,D06BB
4041,7295,S01EC
4042,78057,N05AX
4043,3689,N03AX
4044,78052,N03AX
4045,7821,N06AX
4046,78791,J01EC
4047,5849,J05AB
4048,78605,N02CC
4049,5780,G01AA
4050,3899,S01LA
4051,78052,M02AA
4052,7840,R06AX
4053,2699,A05AA
4054,4589,N06AA
4056,3899,R05DA
4057,56400,J05AF
4058,78791,L01AA
4059,78900,N03AG
4060,78605,L01BA
4061,5780,B01AC
4062,56400,R03BA
4063,7872,L04AD
4064,78550,L01XX
4065,78820,N05AD
4066,78605,A10BB
4067,7295,D06BB
4068,3709,N04BC
4069,4279,J01CE
4070,9916,J05AH
4071,78550,G03XA
4072,4279,G02AD
4073,2699,A10BB
4074,4279,V04CX
4075,72885,N02CC
4076,2699,L01AA
4077,2875,L01AC
4078,78791,L04AX
4079,7231,N05AH
4080,72885,N03AB
4081,7295,A16AA
4082,6959,N02AX
4084,7840,L01BC
4085,3899,M01AB
4086,78791,A05AA
4087,78605,G02CC
4088,7231,D10AD
4089,56400,N06AB
4090,78900,C05AE
4091,2699,S01EC
4092,78791,L01XX
4093,7812,L04AX
4094,78820,C01EB
4095,78791,D10AD
4096,9916,S01EB
4097,7802,C07AB
4098,7863,N04BC
4099,78550,N01BB
4100,78791,C01BC
4101,3689,N02AA
4102,78194,C10AA
4104,78900,J05AF
4105,7802,N05AD
4106,2875,B01AF
4107,78900,L01CE
4108,78791,A10BX
4109,6959,L04AD
4110,78791,J01DD
4111,78900,J05AF
4112,72885,A02BC
4113,7840,C03AA
4114,7821,A05AA
4115,3899,A07AA
4116,56400,N06AA
4117,7825,N03AF
4118,7821,L01EA
4119,78605,N03AG
4120,7823,N06AA
4121,7821,N05AX
4122,3899,L04AX
4123,5789,C10AD
4124,4589,C01BD
4125,7821,B01AF
4126,2875,J01AA
4127,78791,L02BB
4128,72885,N05AX
4129,4589,C03AA
4130,78550,J04AB
4131,7821,C10AB
4132,4279,D09AA
4133,56400,L01CA
4134,7802,N02AA
4135,6959,A07EC
4136,72885,N05BA
4137,7823,B01AA
4138,7823,M05BA
4139,78900,S01EA
4140,4589,N06AX
4141,78550,N05CA
4142,78791,D01AA
4143,56400,N05AC
4144,78650,S01ED
4145,7821,R03BA
4146,56400,J01DD
4147,56400,C03CA
4148,7840,A16AA
4149,4279,L01AA
4150,56400,N03AX
4151,7802,N05CF
4152,78052,A07AA
4153,27651,N02AA
4154,2875,L01AA
4155,2699,N03AX
4156,78550,M05BA
4157,2875,C10AA
4158,27651,N07XX
4159,7802,C09AA
4160,7840,R07AB
4161,78052,J05AG
4162,7872,N02AX
4163,56400,N05AH
4164,78650,G02AB
4165,2875,J05AG
4166,56400,C01BB
4167,5780,L01EX
4168,78650,G01AA
4170,78900,C01BD
4171,78650,N01BB
4172,7823,J05AG
4173,3709,M01AH
4174,56400,L01CE
4175,78900,J05AF
4176,2875,C03CA
4177,7802,C02AC
4178,3689,N05CD
4179,78605,G04BE
4180,4279,J05AG
4181,78900,L01BB
4182,78650,J01MA
4183,5997,M02AA
4185,7295,N02AA
4186,78650,N03AB
4187,78791,M04AA
4188,4131,N02CC
4189,7823,S01AB
4190,4279,S01EB
4191,7872,N06AB
4192,2699,A16AX
4193,5789,A02BC
4194,7863,G01AA
4195,4279,C07AB
4196,5997,R02AX
4197,5997,J05AE
4198,4279,M02AA
4199,7821,R01AC
4200,7823,R03DC
4201,7821,C03AA
4202,2875,N05AD
4203,7840,G04CA
4204,5780,J02AC
4205,7821,N05AD
4206,78550,N05AF
4207,78550,L01XB
4208,7821,N05CD
4209,7825,J01MA
4210,4589,M03BA
4211,5849,J01DC
4212,78605,G04CB
4213,78900,L01EB
4215,7802,R06AX
4217,586,B02AA
4218,3689,N02CC
4219,78906,N04BC
4220,78791,C02AC
4221,5780,R03DA
4222,4589,J01MA
4223,5789,L01EA
4224,78791,C01BB
4225,78605,R05DA
4226,72885,C09CA
4227,2875,B01AC
4228,7823,L01XB
4229,4279,R03DA
4230,56400,V08CA
4231,7821,P03AC
4232,78605,L01BA
4233,2875,J05AH
4234,78605,L01XX
4235,78052,S01EA
4236,7821,C08CA
4237,6959,C03BA
4238,7823,N02CX
4239,78791,M01AG
4240,78605,A10BB
4242,6959,S01EE
4243,78900,S01AD
4244,78052,C03CA
4245,78550,C10AD
4246,37520,L01AA
4247,7802,C02CA
4248,7231,N05AX
4249,7840,A10BG
4250,78605,S01EB
4251,78820,G04CA
4252,56400,G04CA
4253,78900,N05CF
4254,6959,V03AB
4255,7812,J01MA
4256,7840,M02AA
4257,7872,J05AG
4258,2875,L04AX
4259,72885,R03AC
4260,5780,B01AC
4261,7821,J05AD
4262,71690,A08AB
4263,78900,N05CH
4264,5119,M05BA
4265,78605,C10AA
4266,3689,N06AB
4267,78900,D01BA
4268,78605,R07AX
4270,2875,C01CE
4271,78650,N06AB
4272,6959,A07AA
4273,78550,A10BA
4274,4279,S01AD
4275,3689,N06AB
4276,2699,J05AF
4277,37520,R06AX
4278,78791,N06AA
4279,4589,J05AB
4280,7802,N06AB
4281,7840,C07AB
4282,7821,D10AD
4283,3689,B02AA
4285,78605,G03XB
4286,78820,A07DA
4287,78605,M02AA
4288,7895,L04AD
4289,56400,N06AB
4290,7823,C09AA
4291,78900,L01EA
4292,2875,A07AA
4293,3899,L01AX
4294,78820,J02AC
4295,3689,A04AA
4296,3689,C07AA
4297,4111,B01AC
4299,7802,A06AX
4300,586,J02AC
4301,7823,C08CA
4302,78900,A07AA
4303,78605,A03FA
4304,4279,C09AA
4305,2699,C08CA
4306,4279,J05AH
4307,485,J01DD
4308,4279,S01EA
4309,78900,M02AA
4310,7840,N05CA
4311,72885,B01AC
4312,78791,C09CA
4313,7823,N02BF
4314,7821,M03BX
4316,485,J01AA
4317,7802,V08CA
4318,5119,N05CM
4319,78605,N02BA
4320,78052,L04AX
4321,7802,G04BD
4322,56400,N06AF
4323,56400,P01AX
4324,2875,N06AX
4325,4589,R06AA
4326,78900,M05BA
4327,78791,L01CE
4328,78791,L01BB
4329,7802,M03BX
4330,7872,N01AH
4331,78791,N03AX
4332,4589,L01CB
4333,78791,H02AB
4334,3899,D06AX
4335,78900,J04AB
4336,78605,S01EC
4337,2699,B01AC
4338,56400,C07AA
4339,78550,C03CA
4340,3899,S01BC
4341,586,J01DD
4342,56400,N05BA
4343,78550,N05CD
4344,78791,N02CC
4345,7821,N05BA
4346,586,J01AA
4347,78900,N06BA
4348,586,C07AB
4349,7872,N05CF
4350,56400,L01CB
4351,37100,G02CC
4352,72885,C09CA
4354,7802,V03AF
4355,7863,N06AB
4356,78605,N03AX
4357,2875,J01AA
4358,78550,C02BB
4359,78791,A04AD
4360,78052,L01AD
4361,78900,R03DC
4362,78052,G04BD
4363,78900,M03BX
4364,4589,C07AA
4365,4589,G02AB
4366,2875,A02BA
4367,78097,V03AB
4368,5119,L02BG
4369,78052,J04AB
4370,78791,B01AA
4371,5849,D09AA
4372,6959,J05AG
4373,56400,C07AB
4374,7821,J05AC
4375,27651,M01AC
4376,7802,M01AH
4377,7821,L01AA
4378,4589,C07AA
4379,7823,C03DB
4380,78650,L01BA
4381,2875,L04AX
4382,3709,N04BB
4383,7295,N05CD
4384,2875,N02BA
4385,78650,C10AB
4386,7840,G03BA
4387,7840,S01AA
4388,72885,N06AA
4389,78605,L01EA
4390,78052,M01AE
4391,78052,R01BA
4392,4279,L01AA
4393,6959,N06DA
4394,7821,S01BC
4395,7840,L01XG
4396,3709,S01ED
4397,5997,B01AC
4398,4279,L01XX
4399,7840,N06BA
4400,7840,M05BA
4401,3899,N05AX
4402,7812,A04AD
4403,72885,J01MA
4404,56400,N05AX
4405,78791,N07BB
4406,7821,G03XB
4407,78605,L01AB
4408,586,V03AC
4409,78052,D04AX
4410,2875,H03BB
4411,78900,A16AA
4412,7821,J01FA
4413,78097,H01CA
4414,78550,L01XA
4415,78791,L01AD
4416,7821,J01DB
4417,78900,J01MA
4418,6959,A10BB
4419,4589,D11AX
4420,2875,N03AG
4421,78052,C09AA
4422,7840,L01XD
4423,78791,L01DC
4424,56400,C09AA
4425,7823,N05AC
4426,7821,C05AE
4427,5119,J01MA
4428,2699,J05AE
4429,78605,R03AB
4430,78820,N06BA
4431,3441,N05BA
4432,2699,J05AB
4433,7821,J05AE
4435,56400,N05CA
4436,3689,L04AX
4437,4589,C07AB
4438,72885,C01BC
4439,586,S01AD
4440,4589,N03AG
4441,78820,N06AF
4442,72885,C09AA
4443,78900,J01DC
4444,56400,R05DA
4445,4589,M02AA
4446,78900,N07AB
4447,3689,G03DA
4448,7840,N05CD
4449,78550,J05AE
4450,4589,C09AA
4451,4589,A06AH
4452,78791,S01ED
4453,78550,J01MA
4454,7231,N03AG
4455,5119,L04AD
4456,78605,N05AE
4457,7812,L01BC
4458,7242,N03AF
4459,7823,L04AX
4460,78791,C01BA
4461,4589,N02AA
4462,7840,A02BC
4463,7802,G04BE
4464,7823,G02CC
4465,7821,V03AE
4466,4279,V03AF
4467,4279,J02AC
4468,78791,A03FA
4469,7821,C03AA
4470,78650,L01DB
4471,56400,G03DA
4472,27651,L01DB
4473,7821,N05CF
4474,56400,N03AF
4475,56400,C10AA
4476,7821,J01XA
4477,7895,N01AH
4478,71690,N02CC
4480,7840,A03AA
4481,78650,G04BD
4482,71690,N06AB
4483,7840,J01DB
4484,7825,N07XX
4485,78097,N05AE
4486,2875,N02AX
4487,78791,B02AA
4488,56400,N04BC
4489,4589,L04AD
4490,5997,G02CC
4491,4279,R03CC
4492,78052,L01EB
4493,7231,A07EC
4494,7840,J05AF
4495,37520,J01XD
4497,7821,N07AA
4498,7823,G01AA
4499,4589,C08CA
4500,78906,G02CC
4501,4279,M05BA
4502,78052,C09AA
4503,7840,N02CC
4504,7821,A02BA
4505,2875,C09AA
4506,27651,G02CC
4507,4589,L04AX
4508,78820,G04BD
4509,2875,C01AA
4510,71690,C09CA
4511,7812,N01AH
4512,5997,L01EA
4513,5849,J05AF
4514,7802,N06DX
4515,56400,L01CA
4516,78900,S01AA
4517,2875,M03BX
4518,78650,N01AH
4519,7802,A10BB
4520,78605,C04AD
4521,7295,J05AE
4522,7907,S03AA
4523,78791,A07EA
4524,7872,N03AB
4525,56400,N06BA
4526,78097,J01DH
4528,7840,S01EC
4529,7812,N03AG
4530,78605,C08CA
4531,2875,L01DB
4532,5119,L01BC
4533,27651,N03AE
4534,78550,J01DE
4535,7840,C02DB
4536,5789,B01AF
4537,78605,J01MA
4538,7840,B01AB
4539,78791,J05AF
4540,78900,S01FA
4541,3709,J05AP
4543,78605,N02CX
4544,7872,N05AH
4545,7821,G04CB
4546,7872,A02BA
4547,7840,G04BD
4548,78791,N02CC
4549,71690,A01AC
4551,78550,M03BA
4552,78052,C08DA
4553,2875,J05AF
4554,5119,V03AB
4555,78052,N06BA
4556,3689,N04BC
4557,78650,L01BC
4558,7863,M02AA
4559,4589,B01AC
4560,78650,N05BA
4561,7840,L01EJ
4562,78052,A10BB
4563,56400,C02CA
4564,7295,C08CA
4565,7895,S01AD
4566,78900,J05AF
4567,6959,C09CA
4569,78550,M01AG
4570,7823,L01DB
4571,3899,L01BC
4572,78550,C09CA
4573,78791,A03BA
4576,7231,G03CA
4577,4589,L01XX
4578,2875,G03XA
4579,7802,J01DC
4580,2875,C09CA
4581,7821,R03CC
4582,72885,C09CA
4583,7823,L01AA
4584,78052,G03CA
4585,7840,D11AA
4586,27651,M01AH
4587,2875,M01AE
4588,7823,J05AX
4589,78605,C07AA
4590,4589,C09AA
4591,2699,J01CA
4592,4589,C02CA
4593,78550,N03AA
4594,78791,N06AA
4595,7840,J01AA
4596,7821,R03DX
4597,2875,J05AF
4598,78052,R03CC
4599,7821,J02AX
4600,4279,N05AH
4601,78900,J01EA
4602,7840,J02AC
4603,78900,N02AA
4604,7840,N05AG
4605,78550,C03BA
4606,78900,A03AA
4607,7823,S02BA
4608,71690,S01LA
4609,78900,G03XB
4610,7802,N06BA
4611,7840,N05CD
4612,6959,C01BC
4613,7821,A04AD
4614,78900,P01AB
4615,78650,C03DB
4616,78057,N05AX
4617,3899,J01FA
4618,2875,A16AX
4619,56400,C01DA
4620,71690,R02AX
4621,5789,N06AB
4622,7895,S02AA
4623,7823,N06AA
4624,78900,V03AC
4625,7821,R03DA
4626,2875,N06AA
4627,586,N01AH
4628,5997,L02BB
4629,7821,L04AX
4630,7840,R06AX
4631,78605,C03DA
4632,27651,N06AB
4633,2875,B01AB
4634,6959,L01XX
4635,7823,C10AD
4636,7907,J01XD
4637,78605,L04AD
4638,78052,N03AF
4639,78900,N02CA
4640,4589,N06AA
4641,2875,C01DA
4642,7823,C01BD
4643,78791,R03DC
4644,78820,G04BD
4645,78550,A02BC
4646,7823,D05BB
4647,4589,G04CA
4648,78550,L01EA
4649,7821,P01AB
4650,78900,C01BB
4651,3689,N03AE
4652,4279,N05BA
4653,7872,N05AB
4654,2875,J05AE
4655,5849,M05BA
4656,78900,N06BA
4657,7840,C02AC
4658,78605,C09CA
4659,78900,L01XG
4660,7295,N02BE
4661,2875,J05AF
4662,78550,S01GX
4663,7823,R06AX
4664,7802,J01CE
4665,2699,G02CC
4666,7840,L01XB
4667,78900,C01CA
4668,7802,L01CD
4669,4589,S01EB
4670,586,J05AP
4671,7823,M01AE
4672,7821,P02CA
4673,7812,N06AX
4674,4279,A02BC
4675,586,C01EB
4676,56400,N02CC
4677,586,N04BC
4678,78650,J04AK
4679,7802,A04AA
4680,7821,C01EB
4681,6959,N05AE
4682,56400,A02BA
4683,78906,N06DA
4685,78605,J01AA
4686,56400,D10AF
4687,78550,N03AG
4688,78791,N04BC
4689,5789,A10BB
4690,2875,L01BC
4691,72885,V03AC
4692,78605,N06AX
4693,5997,J01MA
4694,6959,A01AC
4695,71690,N02AX
4696,78052,C03AA
4697,78900,A16AX
4698,7823,N06AX
4699,5849,C07AG
4700,7823,A10BX
4701,7821,A02BA
4702,72885,N03AD
4703,78791,L01AA
4704,78900,L01AX
4705,78650,R01AA
4706,78057,G03BA
4707,4279,D07AB
4708,4589,N05CD
4709,5997,L01BC
4710,7823,C03CA
4711,4589,N04BX
4712,7863,N06AA
4713,78650,M05BA
4714,4279,J01DH
4715,56400,J01MA
4716,78900,L01AC
4717,586,J04AB
4718,78791,L01XX
4719,7823,D07AB
4720,78550,C09AA
4721,586,J01MA
4722,37520,D11AX
4723,56400,A03AE
4725,78791,R07AX
4726,78900,G03DA
4727,4279,G04BD
4728,7821,P01AX
4729,7840,C09AA
4730,7821,N01BB
4731,78791,C01DA
4732,78550,J01CF
4733,7823,J01MA
4734,7802,D10AD
4735,7812,J01DH
4736,56400,H05BX
4737,7823,S01JA
4738,7840,M01AH
4740,2875,N03AE
4742,5849,A07EC
4743,78550,L01BA
4744,78052,L04AX
4745,72885,M01AE
4746,4589,C07AA
4748,586,M01AE
4749,5781,J05AG
4750,2699,V03AB
4751,3709,L01XD
4752,78650,G03XC
4753,4589,C01CA
4754,4279,D05AX
4755,6959,S01EC
4756,7821,G04BE
4757,2875,L01EJ
4758,6959,N05CD
4759,5781,A07EC
4760,56400,M01AC
4761,56400,N05AA
4762,78550,R06AD
4763,4589,L01XX
4764,78791,G04BD
4765,4279,N06AB
4766,78820,L04AD
4767,72885,C01EB
4768,6959,A10BB
4769,2875,L01AA
4770,56400,J01MA
4771,78052,J02AC
4772,7823,N01AH
4773,27651,L01EX
4774,56400,G04BD
4775,7821,N03AD
4776,78791,C07AG
4777,7802,N05AF
4779,72885,R05DA
4780,78550,S01ED
4781,27651,L01CE
4782,7840,N05CM
4783,7840,N02BA
4784,78650,M01AH
4785,78900,R03DC
4787,6959,C04AD
4788,56400,A07AA
4789,7840,J02AX
4790,7821,J01DD
4791,5997,J05AE
4792,4589,B05BC
4793,586,B01AF
4794,6959,N06BA
4795,7821,N02CA
4796,3899,C01BC
4797,78900,L01BC
4798,78605,N02AA
4799,5849,C01EB
4800,78900,C03CA
4801,2875,J05AB
4802,6959,C05AE
4803,27651,N02BF
4804,5119,J01DD
4805,27651,J05AP
4806,78550,N03AF
4807,7840,C09AA
4808,78550,N06BA
4809,7812,N02AA
4810,78791,N06AG
4811,56400,L01EA
4812,78052,C02AC
4813,78820,N05AA
4814,78605,C08CA
4815,78820,N05AH
4816,78052,N06AX
4817,3899,S01AA
4818,78650,D06BB
4819,78791,N06DA
4820,78900,L02BG
4821,56400,R06AB
4822,78900,C09CA
4823,5849,M01AH
4824,72885,R06AA
4825,78791,N05AC
4826,2699,A07EA
4827,7295,R06AX
4828,56400,N06DX
4829,5789,M01AC
4830,3899,S01AA
4831,5780,M02AA
4832,78791,L01CD
4833,78900,J01DD
4834,5997,M05BA
4835,3689,D11AX
4836,7823,J05AF
4837,37430,S01ED
4838,586,N02BF
4839,78550,N06AA
4840,3689,N02BA
4841,71690,J05AE
4842,586,J05AF
4844,2875,N05AE
4845,4279,N06AA
4846,586,L01EX
4848,78605,N05AH
4849,78605,L01DB
4850,4589,N05AH
4851,78052,N06AF
4852,78906,N03AB
4853,6959,N05CF
4854,7812,N03AX
4855,7231,N07BB
4856,7823,A01AC
4857,78550,L01XA
4858,5780,M01AC
4859,78820,N05CF
4860,56400,H01CA
4861,7872,A04AA
4862,56400,A02BC
4863,7872,L04AX
4864,7802,N01AH
4865,7821,M01AG
4866,586,C01BC
4867,78900,M01AH
4868,6959,J05AE
4869,4589,C07AB
4870,2699,H05BX
4871,7863,N03AG
4872,7821,N04BC
4873,7821,D06BB
4874,56400,C01BC
4875,4589,N01AH
4876,7802,C01EB
4877,7840,S01AA
4878,78052,C03BA
4879,78900,N06AG
4880,2875,N06AX
4881,78605,R06AX
4882,7821,G04BX
4883,7872,J01MA
4884,78605,C01CA
4885,7872,J01MA
4886,5780,M01AE
4887,78791,M02AA
4888,78900,C03AA
4889,7907,J01MA
4890,2875,D01BA
4891,5789,L01DB
4892,78820,A03AA
4893,586,C09CA
4894,2699,N06DX
4895,7823,M04AA
4896,7823,L01BA
4897,78550,C09AA
4898,5849,N06DA
4899,586,C01CA
4900,2875,J01DC
4901,78791,N05CM
4902,78650,G04BE
4903,78052,J01AA
4904,4279,N06AA
4905,3689,N05AH
4906,78605,N03AB
4907,7802,S01EB
4908,7907,J01XX
4909,7295,G03DA
4910,7895,L01XG
4911,5997,G03XA
4912,56400,N05CF
4913,6959,J01XD
4914,7295,L04AX
4915,7821,P01BA
4916,4111,N02AX
4917,7823,A03FA
4918,78052,M02AA
4919,37430,S01EA
4920,3899,L01XB
4921,4279,M03BX
4922,78550,C09AA
4923,5780,R03DA
4924,5997,G04BE
4925,3689,V03AC
4926,56400,L01DB
4927,5780,N06AX
4928,78820,N03AB
4929,78900,C08CA
4930,5789,M01AG
4931,56400,M04AA
4932,27651,A07AA
4933,586,C07AG
4934,72885,B01AF
4935,7823,C08DA
4936,4589,C07AB
4937,7802,N06AX
4938,78550,R03BA
4939,2875,N03AF
4940,37100,M02AA
4941,7840,C03AA
4942,7242,N06AX
4943,72885,N06AB
4944,7821,J05AF
4945,78052,N02AX
4946,2875,N05AH
4947,6959,J01DC
4948,5780,L01AA
4949,7823,P03AX
4950,7863,N02AX
4951,78605,N06AX
4952,72885,C03CA
4953,72885,L04AD
4954,7821,N03AB
4955,7840,G04BE
4956,2699,R03CC
4957,78791,N02CC
4958,6959,J02AX
4959,78820,M05BA
4960,7295,A10BA
4961,2875,N04BX
4962,56400,R06AD
4963,4589,C01DA
4964,78650,J05AG
4965,7812,N06AB
4966,2699,N06BA
4967,72885,C09AA
4968,586,C07AG
4969,2875,R03DC
4970,7840,V08CA
4971,586,G03BA
4972,78052,M01AH
4973,78605,C07AA
4974,78791,J01DD
4975,5119,N01AH
4976,78900,G04BD
4977,78605,L01XG
4978,4111,C05AE
4979,2875,J05AP
4980,78791,A16AX
4981,485,L01EA
4982,78551,L04AX
4983,7823,C07AA
4984,78791,A02BC
4987,5780,N07BB
4988,7802,M05BA
4989,5789,A02BC
4990,56400,N06BA
4991,5789,M01AB
4992,78605,S01ED
4993,72885,J05AE
4994,7295,N06AX
4995,7840,L01XX
4996,7872,N05AX
4997,78097,L04AX
4998,78900,B01AC
4999,78605,C07AB
5000,78900,B05CB
5001,5997,J05AF
5002,78791,R03DX
5003,3899,N06DA
5004,5849,N06AB
5005,7840,N02CX
5006,4589,J01DC
5007,5119,L01AA
5008,7823,S01ED
5009,7821,N01AH
5010,27651,H05BX
5011,7802,N05AE
5012,72885,N04BC
5013,7823,G04BD
5014,5849,C09AA
5015,78605,B01AC
5016,78900,J05AF
5018,4279,N06AB
5019,7863,L01BB
5020,78605,R03BA
5021,78605,L02BG
5022,7823,N03AG
5023,78550,N06AA
5024,78900,A10BH
5025,78052,N04BX
5026,7231,N03AX
5027,5119,A05AA
5028,7872,N05AF
5029,56400,A10BF
5030,78052,C04AD
5031,78900,M01AG
5032,78791,N03AF
5034,7872,A07AA
5035,7295,L04AD
5036,78605,N05AX
5037,37520,L01EX
5038,78820,N02BF
5039,3689,D07AB
5040,2699,J05AF
5041,7872,L01AX
5042,2875,N06AB
5043,78900,G03AD
5044,2699,L01EA
5045,5997,L01AC
5046,71690,D11AX
5047,2699,N05AH
5048,7840,N04BC
5049,2875,N02BE
5050,7812,N05AH
5051,3689,G04BE
5052,78550,N02AA
5053,56400,N05CF
5054,7840,A02BA
5056,3709,N03AX
5057,37520,G04BE
5058,37520,S01GX
5059,7840,H05BX
5060,78052,C02CA
5061,78900,P01AX
5062,4589,V08CA
5063,78052,R03AB
5064,7895,N05AX
5065,7823,B01AC
5066,5780,N03AX
5067,4279,N05CM
5068,5849,N05AX
5069,7840,A10BB
5070,7840,A04AD
5071,2699,L01EA
5072,78052,M05BA
5073,78791,N06AB
5074,7821,D01AE
5075,7840,M01AE
5076,2875,B01AC
5077,2875,N06AB
5078,2875,N07XX
5079,2875,C03BA
5080,78550,N05CD
5081,4279,N01BB
5082,78605,S01EE
5083,7802,N05AH
5084,7821,L01EA
5085,7821,R01AC
5086,5789,J05AE
5087,78820,N06AX
5088,7840,S01ED
5089,4279,S01ED
5090,7821,N05AE
5091,586,M03BX
5092,7863,L01AB
5093,7295,L01XG
5094,78791,A07AA
5095,78820,N05AX
5096,2875,J01DD
5097,78605,N04BC
5098,7802,B01AC
5099,78550,N06AA
5100,586,J01DD
5101,78791,V03AC
5102,9916,D11AX
5103,78791,N06AX
5104,3899,J01GB
5105,7821,C07AB
5107,2875,N05AH
5108,7823,J01MA
5109,2875,M01AB
5110,7840,A16AA
5111,78550,J02AX
5112,7802,J05AF
5113,78605,L01XA
5115,56400,C10AA
5116,78052,R03BA
5117,78791,C10AB
5119,4279,L04AD
5120,72885,M03BX
5121,78052,G04CA
5122,78052,G03XC
5124,7840,C08DA
5125,78052,H05BX
5126,2875,C07AB
5127,78820,N06BA
5128,78791,L01AA
5129,4589,A03FA
5130,9916,N04BC
5131,7872,N06AB
5132,7840,J05AF
5133,7821,N06AX
5134,7821,A16AA
5135,37520,S02AA
5136,7821,J05AJ
5137,7823,L01DC
5138,5789,J01MA
5139,7231,G02CC
5140,2699,C01DA
5141,7823,H05BX
5142,5997,J02AC
5143,7840,M05BA
5144,7812,V03AC
5145,56400,N05AH
5146,27651,L01XA
5147,586,J05AF
5148,7821,L01EA
5149,78605,N03AF
5150,4589,N05CA
5151,3899,J05AB
5152,7821,C07AA
5153,78605,L02BA
5154,5849,J01AA
5155,4279,C08DB
5156,56400,N06DA
5157,7840,L01AA
5158,78900,C10AC
5159,56400,A10BX
5160,2875,D04AA
5161,7823,C03BA
5162,7823,J01DH
5164,78605,M05BA
5165,78791,R03BA
5166,7821,J05AF
5167,78791,M03BX
5168,56400,J01FA
5169,7872,N04BC
5170,78650,J05AP
5171,7840,L01XX
5172,56400,A05AA
5173,7840,B01AC
5174,5849,N04BD
5176,586,M01AX
5177,7823,D10AD
5178,78900,N06AB
5179,7840,N05AF
5180,485,B05BC
5181,7295,N06AX
5182,78791,S02AA
5183,4589,N05BE
5184,71690,C03BA
5185,78791,R03CC
5186,71690,D09AA
5187,3899,C10AA
5188,7821,N06BA
5189,4589,L01BC
5190,78791,L02BG
5191,78650,L01BC
5192,78650,G04BE
5193,72885,G02CC
5194,7821,M03BX
5195,586,N06AB
5196,7821,G04BD
5197,78791,S01GX
5198,7823,J05AD
5199,7295,L02BG
5200,2699,L01BB
5201,78650,G02AD
5202,7802,N05AF
5203,5789,J05AH
5204,3689,C09AA
5205,7872,N05AX
5206,7802,N06AX
5207,78650,D05BB
5208,4589,C07AG
5209,7863,S01AA
5210,4279,H02AB
5211,4279,C07AA
5212,78791,G01AA
5213,7802,C09AA
5214,78650,N03AX
5215,2699,N04BC
5216,7812,N06AA
5217,7821,N04BX
5218,7231,G01AA
5219,7821,S01JA
5220,5849,L01BC
5221,78052,N05AX
5222,7802,S01FA
5223,4279,C09AA
5224,56400,M05BA
5225,4279,M01AB
5226,7821,J01MA
5227,78791,A03AE
5228,56400,N06AA
5229,78052,N04BC
5230,2875,L01BB
5231,78791,J01AA
5232,4589,N02CA
5233,37520,J05AP
5234,78052,C10AA
5235,7821,J05AE
5236,78820,G04BD
5237,78052,N05CF
5238,2699,N06BA
5239,5997,C03CC
5240,2875,J05AD
5241,7840,D01AE
5242,2875,J01XX
5243,5997,N02BF
5244,56400,C07AA
5245,6959,D06BB
5246,7821,N05AX
5247,7821,J01GB
5248,78650,N03AG
5249,7823,N03AX
5250,3709,C07AB
5251,7821,N05BB
5252,2875,J04AC
5253,7823,C09AA
5254,78791,G04BE
5255,3689,L04AX
5256,4589,N02CC
5257,7840,B05BC
5258,5789,J01DH
5259,27651,J05AE
5260,2699,A10BA
5261,78820,G04BD
5262,6959,L01XG
5263,5789,M03BX
5264,78900,C09AA
5265,78900,R03DA
5266,2699,L01DB
5267,4589,C10AB
5268,78550,A07EA
5269,4279,S01BC
5270,78052,N05CD
5271,586,L04AX
5273,2699,A08AB
5274,7821,C03DA
5275,78052,M01AH
5276,5997,A02BC
5277,78550,S03BA
5278,4589,N04BC
5279,7802,L01CE
5280,5789,N06AB
5281,7907,L01BB
5282,2875,J01DD
5283,78900,A07EA
5284,7802,C05AE
5285,78052,L04AD
5286,2699,L01EB
5287,2699,N06AA
5288,72885,J05AF
5289,78052,R06AX
5290,5997,M01AE
5291,7840,A11HA
5292,7802,J01MA
5294,78052,G04BD
5295,78052,N06AB
5296,5997,N06AX
5297,72885,A03BA
5298,4589,M03BX
5299,7812,N05AX
5300,78651,N04BC
5301,7802,N05CD
5302,5780,L01EB
5303,7840,J01CE
5304,78550,C02CA
5305,7231,N05CF
5306,78550,N02CC
5307,7821,D07AB
5308,7840,G04BD
5309,9916,N05AH
5310,78650,C08CA
5311,78650,G04BD
5312,2875,S01AA
5313,78900,J05AF
5314,37520,S01BC
5315,5780,A02BC
5316,7823,S01LA
5317,78550,A07AA
5318,7802,C01BC
5319,7802,B02AA
5320,3689,J01MA
5321,7823,L01BB
5322,78650,C09AA
5323,37520,D10AD
5324,7840,J01MA
5325,78900,G03DC
5326,78900,N05CM
5327,7802,V03AF
