,SYMP,DRUG
5893,4279,C07A
5894,5997,J01M
5895,7872,N02B
5896,7890,G01A
5897,7890,A04A
5898,7865,L01A
5899,5849,D06A
5900,7821,N02A
5901,7802,N05A
5902,2699,A07A
5903,7855,N06A
5904,7890,J01D
5905,7840,V03A
5906,7865,B01A
5907,4589,N02A
5908,7802,N06D
5909,5860,M01A
5910,7840,C01C
5911,7855,G03X
5912,7169,C07A
5913,5997,B01A
5914,2875,B02A
5915,7865,A10B
5916,7231,C01D
5917,9916,N03A
5918,4850,N05A
5919,7821,J01D
5920,7890,A10B
5921,78605,J01M
5922,3899,D01B
5923,2699,N02A
5924,78052,P01A
5925,7855,A04A
5926,9916,A10B
5927,5640,M01A
5928,7882,S01G
5929,7840,N06A
5930,6959,A04A
5931,7890,G04B
5932,7840,P03A
5933,7802,M02A
5934,3899,C07A
5935,7840,N05A
5936,72885,N05A
5937,5640,N06A
5938,7821,J05A
5939,7823,L01X
5940,78791,D05B
5941,4279,R03A
5942,72885,C08C
5943,7890,J01E
5944,7890,R02A
5945,78605,A02B
5946,4589,C09C
5947,5640,N06A
5948,7821,M01A
5949,7169,N01A
5950,7812,M03B
5951,78791,N03A
5952,4589,D11A
5953,2699,N05A
5954,7169,A02B
5955,78605,C08C
5956,7802,J05A
5957,7823,C09A
5958,7865,A04A
5959,4589,B01A
5960,78791,C07A
5961,5640,C01B
5962,7821,M05B
5963,78052,R06A
5964,78052,N05A
5965,78791,R06A
5966,7865,J01M
5967,72885,J05A
5968,3752,V03A
5969,7840,D06B
5970,78791,N05A
5971,5849,R03D
5972,7865,M01A
5973,7890,G04B
5974,3752,D04A
5975,72885,J01X
5976,5640,C03B
5977,5997,L01X
5978,7865,N04B
5979,7821,G04B
5980,5640,N05B
5981,7882,A04A
5982,78052,N06D
5983,7890,R03C
5984,2699,L01A
5985,78652,A02B
5986,6959,A10B
5987,7823,C09A
5988,78605,A04A
5989,5860,N06D
5990,5789,H05B
5991,7840,C01B
5992,3752,N07B
5993,7840,C08C
5994,5640,N05C
5995,5640,N05C
5996,7840,C05A
5997,4589,N02B
5998,4111,M01A
5999,7821,L04A
6000,7840,L04A
6001,7840,P01B
6002,7821,B01A
6003,7855,N06A
6004,78791,J02A
6005,7890,L01A
6006,7890,G01A
6007,7855,L01B
6008,7840,B01A
6009,5119,N04B
6010,5860,J05A
6011,27651,J05A
6012,6959,D01B
6013,2875,J01D
6014,3689,N06A
6016,7890,R06A
6017,7890,M01A
6018,78791,A01A
6019,78052,G04B
6020,7802,M03B
6021,78052,N06D
6022,7231,N05C
6023,7872,M05B
6024,4279,L01X
6025,7821,J01C
6026,7882,N03A
6027,7821,L01B
6028,2875,C02D
6029,78791,L01A
6030,7890,G02A
6031,7890,C01B
6032,2699,N05A
6033,5119,N07X
6034,78791,A02B
6035,7802,L01E
6036,7821,C08C
6037,7821,V08C
6038,78791,C03B
6039,7821,N06B
6040,5640,N02C
6041,7823,G04B
6042,7890,V04C
6043,5789,N06A
6044,7865,L01D
6045,7872,J05A
6046,7855,B01A
6047,3899,L01X
6048,5997,D06B
6049,2875,L01D
6050,5640,C02B
6051,5860,J01D
6052,7855,N06A
6053,7840,A03A
6054,7840,N06A
6055,7840,N06A
6056,7840,R03C
6057,9916,N07B
6058,78605,C10A
6059,4589,N03A
6060,2699,J05A
6061,7823,C01B
6062,78791,N05A
6063,4279,S01E
6064,78551,C08C
6065,5849,C09A
6066,5849,C09C
6067,7821,M01A
6068,72885,N04B
6069,72885,J05A
6070,3689,J02A
6071,2875,L01B
6072,3899,S01A
6073,7821,A02B
6074,7169,N05C
6075,4589,C01B
6076,72885,L04A
6077,7872,J01M
6078,7823,G03X
6079,7855,C05A
6080,7823,H02A
6081,4589,D04A
6082,78605,N02C
6083,6959,J05A
6084,72885,S01F
6085,5640,N05A
6086,7821,N05B
6087,7855,N05B
6088,6959,L01E
6089,5860,R02A
6090,78791,J01A
6091,72885,C09A
6092,7821,N03A
6093,7840,G03C
6094,7882,A03A
6095,7812,N04B
6096,5640,C01B
6097,7802,N04B
6098,7821,R03D
6099,7823,M04A
6100,7840,L04A
6101,5789,M03C
6102,2699,C10A
6103,7890,C10A
6104,7890,J05A
6105,2875,L01A
6106,7840,D06A
6107,7890,N06A
6108,5640,N07X
6109,7823,L01A
6110,78052,J01D
6111,4589,J01C
6112,7865,J05A
6113,7823,M02A
6114,7812,N06A
6115,78791,L04A
6116,72885,J05A
6117,2699,N05A
6118,2875,C09C
6119,78791,G03C
6120,78791,J05A
6121,7821,J01C
6122,78052,H01C
6123,7872,M03C
6124,6959,C09C
6125,5860,J01M
6126,7812,A16A
6127,6959,J02A
6128,78791,V03A
6129,5997,D10A
6130,78906,C10A
6131,9916,N05A
6132,4589,J01D
6133,7823,R03A
6134,7865,C03C
6135,2875,J01M
6136,78791,R06A
6137,4589,G04C
6138,2875,M03C
6139,7890,N07B
6140,78791,J05A
6141,2875,L01B
6142,78791,S01E
6143,7821,G04B
6144,7231,N04B
6145,72885,N04B
6146,7802,C08C
6147,7295,S02A
6148,7863,L01X
6149,7169,N06A
6150,7855,N06A
6151,7812,N05A
6152,7890,J01D
6153,2699,N06A
6155,2699,A06A
6156,78052,N07B
6157,78791,C08C
6158,7865,J01D
6159,3689,N06A
6160,72885,C03A
6161,3689,M02A
6162,7821,J01X
6163,7855,N05A
6164,7840,C08C
6165,2875,N03A
6166,2699,N03A
6167,7890,J05A
6168,7840,N03A
6169,78605,J01D
6170,4589,N06D
6171,4111,G04B
6172,7169,D05B
6173,7890,J05A
6174,27651,L01B
6175,72885,J05A
6176,5860,N02B
6177,78791,N06B
6178,7855,G04B
6179,7840,N05A
6180,7840,A16A
6181,7840,N03A
6182,2699,R03D
6183,7890,N05C
6184,7821,C07A
6185,4589,R06A
6186,5640,C07A
6187,7823,L01E
6188,78791,A10B
6189,7821,L01E
6190,7823,L01X
6191,4589,A06A
6192,78605,S01A
6193,7169,N02B
6194,72885,C10A
6195,7821,C09A
6196,7840,G03C
6197,7840,N05A
6198,7810,N05A
6199,7865,A08A
6200,7840,J01G
6201,7890,G02A
6202,7295,N06A
6203,7821,A02B
6204,78791,A08A
6205,5860,J05A
6206,72885,L01E
6207,78605,D06B
6208,7855,C01C
6209,7821,A03A
6210,4589,B01A
6211,2699,J05A
6212,6959,N05C
6213,7890,H02A
6214,7855,C03D
6215,7890,M01A
6216,7890,L04A
6217,78605,N02A
6218,7295,C03A
6220,7802,N05B
6221,7890,C07A
6222,7823,C01B
6223,27651,L01B
6224,5640,J01D
6226,4589,M01A
6227,4131,C05A
6228,7840,A07E
6229,7821,L01B
6230,7823,N06A
6231,7882,C01B
6232,7865,N03A
6233,7231,N02A
6234,7882,N01A
6235,2699,C09A
6236,5860,J05A
6237,4589,C01B
6238,7823,G03X
6239,5997,M01A
6240,7821,J01D
6241,5997,S02A
6242,4279,C10A
6243,2875,A10B
6244,78052,L01C
6245,7821,R06A
6246,3689,C08C
6247,7865,J05A
6248,78791,N03A
6249,7802,N02A
6250,3899,M01A
6251,7821,G03D
6252,27651,C10A
6253,78791,A07E
6254,7821,L01B
6255,78791,N05C
6256,7890,L01X
6257,78052,N02B
6258,7890,C10A
6259,7821,C10A
6260,6959,C07A
6261,7295,J05A
6262,7295,S01A
6263,7821,V03A
6264,7890,A07E
6265,4589,B01A
6266,2875,A16A
6267,78551,C07A
6268,7821,C10A
6269,7865,J01F
6270,7840,J04A
6271,78052,C01C
6272,78791,L01A
6273,7855,J01A
6274,7821,N02B
6275,7840,L01D
6276,7231,A02B
6277,7855,J01D
6278,78052,A02B
6279,78052,V03A
6280,72885,A16A
6281,7890,J05A
6282,78791,N01A
6283,4279,C01E
6284,7802,A01A
6285,7890,D11A
6286,78605,C01C
6287,78052,J05A
6288,5997,B01A
6289,7802,G04B
6290,5640,A02B
6291,78052,N02B
6292,7812,J05A
6293,78551,G04B
6294,78605,A02B
6295,6959,C07A
6296,7169,G04B
6297,4589,N05A
6298,72885,C03A
6299,78791,C09C
6300,7840,J01D
6301,2875,P01B
6302,78052,N05A
6304,5640,N05A
6305,78791,J01D
6306,7802,J01X
6307,7840,G03B
6308,7865,S01E
6309,27651,L01E
6310,5780,N02B
6311,2875,S03B
6312,7169,M01A
6313,2875,J05A
6314,7855,G02A
6315,7821,N03A
6317,78605,C02A
6318,4279,J01D
6319,2699,G04B
6320,5997,N06B
6321,7802,C05A
6322,27651,J01M
6323,9916,N02B
6324,78052,N03A
6325,78605,C05A
6326,5640,N03A
6327,7802,D06B
6328,5640,J01X
6329,78052,J05A
6330,7821,A04A
6331,7840,J05A
6332,7865,R01B
6333,5640,N02B
6334,7872,L02B
6335,3689,N03A
6336,5640,N06A
6337,7821,N03A
6338,6959,M02A
6339,7823,N05C
6340,78052,N04B
6341,4279,J01M
6342,2875,M02A
6343,4589,N02C
6344,72885,J01M
6345,5640,G04B
6346,5997,C02D
6348,78052,L01B
6349,7169,N06D
6350,72885,C10A
6351,5789,N04B
6352,4279,N02A
6353,72885,L01C
6354,5789,C03D
6356,7823,J02A
6357,2875,M04A
6358,2875,L01B
6359,7802,C01B
6360,7890,P01A
6361,5789,L01X
6362,78605,N06A
6363,3709,N04B
6364,7821,L01B
6365,78605,J02A
6366,78052,N07B
6367,2875,N06A
6368,5640,M05B
6369,78791,S01A
6371,7821,D10A
6372,7840,D06A
6373,7823,N06A
6374,7840,L01A
6375,7890,D01A
6376,7855,H01C
6377,3689,N02A
6378,4589,L01X
6379,7840,L02B
6380,3743,C01B
6381,2699,L01B
6382,78605,A04A
6383,6959,D05A
6384,7812,N03A
6385,5997,N03A
6387,78791,C07A
6388,6959,C09A
6389,78791,J01M
6390,5640,N06A
6391,3689,A01A
6392,5997,N05A
6393,5640,N05B
6394,78605,M02A
6395,78052,N06A
6396,9916,N07X
6397,3441,A07E
6398,7882,N06A
6399,5640,L01A
6400,4131,N07B
6401,4589,N06A
6402,72885,A08A
6403,5119,N02B
6404,7812,L01B
6405,78052,C03B
6406,78052,N06A
6407,2699,N05B
6408,7823,C01B
6409,7821,C03D
6410,7823,C10A
6411,5860,N03A
6412,7802,J05A
6413,5997,N06A
6414,7865,B01A
6415,7882,A03B
6416,7821,L01X
6417,7890,A01A
6418,78791,N02C
6419,7840,C01C
6421,7865,L02B
6422,5860,C09A
6423,7855,J04A
6424,4279,C10A
6425,5860,A02B
6426,4279,N03A
6427,78052,L01E
6428,7821,N06B
6429,78605,C09C
6430,5849,L01D
6431,7872,V03A
6432,4589,G04C
6433,7855,N05C
6434,78791,L01E
6435,72885,C09C
6436,7231,N05C
6437,7802,N06A
6438,27651,L01X
6439,7802,P01A
6440,2875,L01X
6441,2699,N06B
6442,5860,C07A
6443,7855,S01E
6444,78791,N02A
6445,5997,N05A
6446,78605,C03B
6447,7855,M01A
6448,7882,G02C
6449,5849,A10B
6450,78052,N06A
6451,5119,C01B
6452,5640,C09C
6453,7295,D11A
6454,5860,S01A
6455,7821,J04A
6456,27651,L04A
6457,5640,G04C
6458,5780,L01E
6459,7823,G02C
6460,7823,N02C
6461,7855,C08C
6462,7890,C09A
6463,7872,C03B
6464,7821,A02B
6465,5860,L01X
6466,72885,M05B
6469,7823,J05A
6470,78605,L01E
6471,7840,C07A
6472,78791,S01B
6473,4589,C05A
6474,7855,N05B
6475,4131,N02C
6476,5640,N03A
6477,72885,A10B
6478,7231,J05A
6479,5849,C09A
6480,3689,G02C
6482,7890,A02B
6483,78791,A08A
6484,72885,A16A
6485,7840,C02A
6486,7802,N03A
6487,5640,C02A
6488,7821,D11A
6489,4589,N03A
6490,3752,S01F
6491,5640,N05C
6492,5997,C01E
6493,78791,N02C
6494,7840,N05A
6495,5640,N06A
6496,7855,R01B
6497,4589,C07A
6498,7840,N03A
6499,7890,J01A
6500,5860,N06D
6501,7865,C07A
6502,7823,C09C
6503,7823,D06B
6504,2875,L02B
6505,7812,N03A
6506,5789,M01A
6507,7840,S01B
6508,4589,G04B
6509,7840,N06D
6510,5860,J05A
6511,78052,R01A
6512,78791,C08C
6513,7863,B01A
6514,7823,C07A
6515,27651,C03D
6516,7840,N05C
6517,7821,J01M
6518,7865,A02B
6519,7802,S01E
6520,7863,N02B
6521,7821,P01B
6522,7840,H01C
6523,7865,N02B
6524,5640,N05A
6525,7890,M03C
6526,78052,L04A
6527,6959,C01B
6528,7802,C10A
6529,2875,S01A
6530,78791,J01M
6531,78052,A04A
6532,7890,L04A
6533,4589,J01D
6534,7890,P03A
6535,7865,C10A
6536,2875,N06A
6537,7882,N06A
6538,7823,M02A
6539,7821,C01B
6540,7840,N07X
6541,3899,N07C
6542,7855,L01D
6543,7823,B01A
6544,7872,N07X
6545,4589,S01F
6546,7812,N05A
6547,7840,H02A
6548,5997,M02A
6549,5640,J01M
6550,78052,J05A
6551,78052,S01G
6552,7882,S01F
6553,78052,J01M
6555,7821,G03X
6556,7890,N04B
6557,7823,L01E
6558,7865,A06A
6559,3752,J01M
6560,4589,G03X
6561,7890,S01G
6562,5780,M01A
6563,78605,C01E
6565,78605,L04A
6566,78052,J05A
6567,7840,V03A
6568,72885,N06A
6569,7812,N02C
6570,5780,L01X
6571,7895,N04B
6572,7865,L04A
6573,7812,N02A
6574,4279,H05B
6575,7823,L01B
6576,7840,N05C
6577,6959,C10A
6578,5789,M05B
6579,2699,L01D
6580,7821,J01D
6581,7823,A10B
6583,7169,J01M
6584,7812,H05B
6585,5781,N05A
6586,3689,G03C
6587,7840,C08C
6588,7231,L01E
6589,7855,J05A
6590,5640,G04C
6591,7823,M01A
6592,27651,L01E
6593,3689,D01B
6594,78791,N06A
6595,4589,C04A
6596,4279,C03C
6597,78791,D06B
6598,5640,N04B
6599,7821,C01B
6600,4589,M05B
6601,78791,G03D
6602,78906,M01A
6603,7855,N04B
6604,5789,J04A
6606,7823,C02A
6607,5780,M01A
6608,5997,J01D
6609,7840,B01A
6610,7840,N03A
6612,72885,N05A
6613,78605,C08C
6614,7890,C10A
6615,7907,J01D
6616,78791,J05A
6617,27651,N05A
6618,7840,A02B
6619,7890,N05A
6620,78791,M01A
6621,78052,C09A
6622,7865,N05C
6623,78052,J05A
6624,7840,M03C
6625,72885,N06D
6626,7890,C07A
6627,4279,M02A
6628,7840,D11A
6629,7865,N05A
6630,5781,B01A
6631,72885,G03X
6632,7865,N05A
6633,72885,N04B
6634,7840,J01M
6635,5997,C10A
6636,4279,C09A
6637,5860,C09C
6638,7169,A02B
6639,7823,M02A
6640,7823,N06A
6641,7821,C03D
6642,5119,M01A
6643,4589,R06A
6644,5640,J05A
6645,7855,P01A
6646,7890,C07A
6647,78605,S01E
6648,5640,M01A
6649,27651,L01D
6650,78791,C10A
6651,4589,N05C
6652,78052,N06A
6653,78605,J02A
6654,7169,C01D
6655,5640,M03B
6656,7821,A10B
6657,7295,N02C
6658,5640,N02A
6659,4279,N06D
6660,7840,C09C
6661,6959,N02C
6662,7855,G04B
6663,3752,R06A
6664,6959,C09C
6665,7823,J01M
6666,7882,N02B
6667,5789,N07X
6668,7825,L01E
6669,5640,C03A
6670,27651,N02C
6672,7823,L01B
6673,7169,L01D
6674,5640,N04B
6675,78791,B01A
6676,7821,D07A
6677,7872,L01E
6678,5640,N02C
6679,7821,A03F
6680,7802,C09A
6681,3752,N02B
6682,7840,B01A
6684,7872,L01X
6685,78052,C09C
6686,5119,N05C
6687,7821,N03A
6688,5860,C01B
6690,7821,M05B
6691,78052,N06A
6692,9916,N05A
6693,78052,J05A
6694,78052,N03A
6695,7821,J02A
6696,7890,L01B
6697,7821,S01G
6698,3709,N03A
6699,78052,L01A
6700,2875,J04A
6701,7890,L01C
6702,7840,N02A
6703,7890,C07A
6704,27651,L01B
6705,27651,N02A
6706,7882,G02A
6707,7821,L01A
6708,7840,A02B
6709,5860,J02A
6710,7855,R03D
6711,78052,A03A
6712,2699,J01M
6713,7840,S01E
6714,7855,C01B
6715,5640,G04B
6716,6959,L01E
6717,78791,H01C
6718,7840,D10A
6719,78791,V08C
6720,7840,N05B
6721,2875,N02B
6723,78791,N04B
6724,5860,L01B
6725,7840,C03D
6726,5640,G03A
6727,5860,C02C
6728,7865,R06A
6729,4589,N06A
6730,5860,B01A
6731,3752,N02C
6732,2699,G03X
6734,5640,C09A
6735,78791,M01A
6736,7802,C07A
6737,7823,C09A
6738,5640,J02A
6739,7890,L01D
6740,2699,N06A
6741,7840,C07A
6742,2875,J05A
6743,7865,G03C
6744,7840,M04A
6745,6959,P03A
6746,4589,J02A
6747,5997,L01A
6748,78052,M01A
6749,7802,C09A
6750,7895,L01C
6751,78605,S01E
6752,72885,C10A
6753,5789,C08C
6754,7890,L02B
6755,7855,C09A
6756,5860,J01D
6757,78605,N07C
6758,7890,J05A
6759,78052,N06A
6760,7890,J01X
6761,7840,N06A
6762,7802,A07A
6763,3689,J05A
6764,7823,G03A
6765,2699,N06D
6766,72885,N02A
6767,5780,L01A
6768,6959,L01B
6769,78605,B01A
6770,4279,L01X
6771,7821,C01E
6772,7872,S01E
6774,78052,N03A
6775,4589,C03B
6776,78605,G02A
6777,7872,G02C
6778,4111,N02B
6780,7865,C01C
6781,7231,N05A
6782,78605,L02B
6783,5640,A06A
6784,78052,N05C
6785,7821,R06A
6786,72885,R03A
6787,4279,G02C
6788,78791,N01B
6789,2875,J01D
6790,7812,J01M
6791,4589,N05B
6792,4279,J05A
6793,3689,N01A
6794,7895,L01B
6795,78791,S01E
6796,6959,R06A
6797,7890,M01A
6798,7855,N06D
6799,72885,C09C
6800,7872,N06A
6801,7840,C09A
6802,5997,A07E
6803,7882,N01B
6804,3899,C03C
6805,7855,B01A
6806,78052,C02D
6807,7802,N06B
6808,7890,N03A
6810,7821,N03A
6811,78052,R03C
6812,4589,N05B
6813,5860,J01C
6814,2875,C09A
6815,78906,J01X
6816,6959,L01D
6817,5789,N07B
6818,6959,B01A
6819,3752,S01B
6820,5997,N06D
6821,2875,M02A
6822,7872,V03A
6823,7890,J04A
6824,9916,G01A
6825,78605,M01A
6826,7855,J05A
6827,5997,N06D
6828,3689,C01A
6829,78791,N03A
6830,7802,N03A
6831,78605,L01B
6832,78605,J05A
6833,7855,G02A
6834,4589,N06D
6835,5640,M01A
6836,78052,J01F
6837,78052,N07X
6838,78052,N04B
6839,5640,N05A
6840,6959,L02B
6841,7855,B02A
6842,3752,R01A
6843,7812,N04B
6844,7823,C10A
6845,72885,C07A
6846,7823,L01B
6847,7840,M05B
6848,7855,N02A
6849,2875,J02A
6850,4279,M01A
6851,7821,M02A
6852,7840,A10B
6854,2875,J05A
6855,2875,L01A
6856,7882,N05C
6857,7855,C08C
6858,7840,N04A
6859,7865,C07A
6860,7231,M05B
6861,27651,N05A
6862,7890,R03D
6863,7882,C09A
6864,7840,C03C
6865,5997,G01A
6866,7865,J05A
6867,4850,J01A
6868,7865,C08C
6869,7810,N03A
6870,7882,J01M
6871,5789,L04A
6872,7890,N06A
6873,5789,M02A
6874,3710,N06D
6875,5640,C08C
6876,2699,J05A
6877,7821,N04B
6878,2875,N05A
6879,7865,A02B
6880,7821,N07C
6881,7855,B01A
6882,5640,L01B
6883,4279,L01E
6884,5780,N05A
6885,4589,L01B
6886,7863,G04B
6887,7169,C07A
6888,7890,M01A
6889,2875,C10A
6890,72885,N05A
6891,5780,B01A
6892,2875,A01A
6893,7231,N02C
6894,4589,N03A
6895,7295,L01B
6896,78052,J05A
6897,72885,N06D
6898,78057,N04B
6899,5640,J01D
6900,2875,L01B
6901,78791,B01A
6902,78791,R01A
6903,3899,S02A
6904,7863,J05A
6905,7865,J01D
6906,7802,R06A
6907,4279,N06D
6908,4111,B01A
6909,5640,A07A
6910,7823,J05A
6911,7865,L01C
6912,5860,J01D
6913,7865,C01B
6914,78791,C08C
6915,5119,C01B
6916,27651,C03C
6917,7840,N05B
6918,78052,L01E
6919,4589,L01D
6920,4589,P01A
6921,78791,L01X
6922,7823,N05A
6923,5860,B01A
6924,7295,R03A
6925,5119,J02A
6926,3899,L01A
6927,7890,C09A
6928,2699,J04A
6929,78052,C10A
6930,3899,N06A
6931,2699,N04B
6932,78052,B01A
6933,7840,R06A
6934,7865,C07A
6935,2875,N04B
6936,7865,J05A
6937,27651,A02B
6938,78605,J01M
6939,78791,N06A
6940,2699,L01X
6941,2699,N06B
6942,78791,L01E
6943,7890,J01M
6944,2699,B01A
6945,5849,L01C
6946,2875,N05A
6947,7872,C08C
6948,7855,N01B
6949,7855,C03B
6950,78052,N06A
6952,5849,S01A
6953,4589,G04C
6954,5640,N06A
6955,5640,N06A
6956,7821,N02A
6957,78052,D10A
6958,78791,L01C
6959,7823,M03B
6960,4589,N02A
6961,7821,C09A
6962,7872,J01M
6963,6959,P03A
6964,5640,M03B
6965,7840,N02C
6966,7890,N02A
6967,7882,D04A
6968,4589,C09C
6969,78605,C09C
6970,7855,C09C
6971,78052,J05A
6972,78605,N02A
6973,4589,M02A
6974,2699,A07E
6975,3689,M02A
6976,7840,N05B
6977,7890,N06A
6978,3899,G02A
6979,4279,N04B
6980,5640,A04A
6981,5997,R03D
6982,78906,C09C
6983,7865,L01C
6985,7840,L01B
6986,78605,A10B
6987,5640,A02B
6988,78906,N07X
6989,78551,C09A
6990,5997,L04A
6991,7825,N02A
6992,7863,N01A
6993,4589,J01A
6994,7802,J01A
6995,7890,L01B
6997,7890,L01E
6998,6959,C10A
6999,5640,J05A
7000,4131,N02C
7001,78052,N05B
7002,5849,N06A
7003,7840,C01B
7004,3709,N05A
7005,7855,J01M
7006,7812,N06D
7007,4589,N05A
7008,78791,A07E
7009,7840,B02A
7010,7895,C03C
7011,5860,C09C
7012,27651,A10B
7013,7872,L01C
7014,3709,A01A
7015,78791,N06A
7016,7840,N05C
7017,7882,M03B
7018,2699,M05B
7019,6959,D07A
7020,7823,N07X
7021,7890,L04A
7022,5640,L01X
7023,78791,A16A
7024,9916,N05A
7025,4279,C05A
7026,7890,N06A
7027,7890,G03C
7028,4589,C01B
7029,7890,C10A
7030,6959,M01A
7031,72885,C03D
7032,78605,L01E
7033,7823,B01A
7034,27651,C03A
7035,78791,J01X
7036,5781,L01E
7037,27651,J01D
7038,7890,A02B
7039,7823,G03C
7040,27651,N05A
7041,7295,J01D
7042,7840,A10B
7043,7840,S01A
7044,7840,S01B
7045,7840,L02B
7046,7823,J05A
7047,27651,J01D
7048,7821,J01M
7049,2875,J04A
7050,5997,C02C
7051,7865,C03A
7052,4279,C01B
7053,7907,J01M
7054,7855,C07A
7055,78791,A06A
7056,72885,N06A
7057,5849,B01A
7058,4589,C01B
7059,78052,L01B
7060,7872,N02C
7061,7821,J05A
7062,7821,C09C
7063,7840,N05C
7064,7855,C09C
7065,78551,C09A
7066,4279,S01E
7067,2699,A10B
7068,2699,N06A
7069,7231,G04C
7070,5119,L01E
7071,7865,C09A
7072,27651,A04A
7073,78605,C08D
7074,7840,J01X
7075,7882,N05A
7076,78052,G04C
7077,2699,C09C
7078,78791,C10A
7079,7823,S01E
7080,7169,L04A
7081,7890,L01C
7082,4589,L01X
7083,6959,J05A
7084,7855,V03A
7085,7840,V03A
7086,2875,N06D
7087,5640,C09A
7088,7802,A02B
7089,7821,L04A
7090,4131,L01E
7091,3899,L04A
7092,7890,J05A
7093,78906,A02B
7094,2875,M03B
7095,2699,L01B
7096,5849,M05B
7097,7865,A10B
7098,3710,N05A
7099,5789,N06D
7100,2875,L01E
7101,7825,N02C
7102,5119,L01B
7103,2875,A10B
7104,7840,J04A
7105,6959,N04B
7106,5789,B01A
7107,7895,J01M
7108,78052,C07A
7109,7855,M05B
7110,5640,A03A
7111,5997,N06B
7112,3709,S01E
7113,7821,C02A
7114,7802,J01A
7115,6959,L01X
7116,72885,L01E
7117,7890,A02B
7118,7855,G04B
7119,7821,S01E
7120,3899,J01A
7121,7865,L01X
7122,7821,S01E
7123,7821,C01C
7124,2699,N04B
7125,5640,L01D
7126,7821,A04A
7127,7825,V03A
7128,5997,M02A
7129,4279,C08C
7130,7872,N02C
7131,27651,L01C
7132,5780,M01A
7133,7821,N06D
7134,7802,C07A
7135,7865,C01B
7136,7823,L01X
7137,5640,J05A
7138,78791,L01B
7139,78791,J01X
7140,3709,R01B
7141,78057,A08A
7142,5789,N06B
7143,5997,N05C
7144,4589,N06A
7145,5640,N05A
7146,2699,C10A
7147,78605,M05B
7148,3899,M02A
7149,7802,A07E
7150,7890,M04A
7151,7863,V03A
7152,72885,C01B
7153,27651,L01E
7154,7821,S01G
7155,7872,N02C
7156,5119,L01C
7157,5997,G02A
7158,7865,V03A
7159,3709,L01D
7160,5849,L01A
7161,72885,N05C
7162,7872,N04B
7163,7855,G04C
7164,5860,L01B
7165,78605,L01B
7166,78057,N06D
7167,7802,S01L
7168,78052,N02A
7169,7890,B01A
7170,7242,N02A
7171,78052,N06B
7172,3709,A01A
7173,2699,C08C
7174,5997,D05B
7175,7855,C07A
7176,7882,G03B
7177,78052,R03A
7178,5640,B01A
7179,78052,M01A
7180,78791,C03B
7181,5640,M05B
7182,5780,N03A
7183,3689,N05A
7184,7890,C02A
7185,7890,C02D
7186,7821,C09A
7187,7890,J01D
7188,5640,C07A
7189,78605,M03B
7190,72885,G04B
7191,7855,S02B
7192,7802,N02B
7193,7872,A03B
7194,78052,A07E
7195,7295,A10B
7196,2875,P02C
7197,4589,R06A
7198,7890,L01B
7199,78605,G04B
7200,7855,N02C
7201,78791,N05C
7202,2699,L04A
7203,7802,M01A
7204,7840,N02C
7206,6959,J05A
7207,7840,J01C
7209,7890,S01B
7210,3899,C07A
7211,7840,J01M
7212,3752,V04C
7213,7802,S01G
7214,7865,G04C
7215,5997,L01E
7216,2875,L01C
7217,7840,C03A
7218,78791,N06B
7219,7865,L01E
7220,2699,G04B
7221,7231,S01A
7222,78052,N05C
7223,3899,G04B
7224,78057,N06A
7225,5640,L02B
7226,2875,J01M
7227,7802,C10A
7228,78605,C08C
7229,78605,M03B
7230,7855,C08C
7231,7840,J05A
7232,7812,N06A
7233,7821,B01A
7234,7882,N07B
7235,7882,L01B
7236,7802,N06A
7237,78052,A06A
7238,27651,A16A
7239,27651,N04B
7240,7231,L01E
7241,7823,L01C
7242,4589,D06A
7243,7821,L01B
7244,7821,L04A
7245,7872,J02A
7246,7840,C07A
7247,3689,P01B
7248,4111,C07A
7249,5640,R05D
7250,7890,L01C
7251,2875,N07B
7252,7840,R03D
7253,5860,J05A
7254,7840,G01A
7255,2875,L01X
7256,7872,L04A
7257,7821,L01B
7258,4589,V03A
7259,4279,N06B
7260,7895,N02B
7261,7890,C01C
7262,7169,L04A
7263,7840,C07A
7264,78605,R01A
7265,5860,L01X
7266,6959,G01A
7267,5860,A10B
7268,5640,A04A
7269,7882,N02B
7270,78605,S01B
7271,2699,G01A
7272,7802,M02A
7273,6959,L01X
7274,78551,C01B
7275,4279,C03B
7276,7865,C02C
7277,7802,L01E
7278,5119,L01A
7279,7825,D11A
7280,7890,L01C
7281,7882,N06A
7282,7890,N03A
7283,7821,N05A
7284,7863,N04B
7285,78791,N05B
7286,3689,A06A
7287,7823,R06A
7289,5860,J05A
7290,7890,J01D
7291,7865,V04C
7292,78791,J01C
7293,78605,C07A
7294,7821,M04A
7295,5849,V03A
7296,5789,L01B
7297,7855,N05A
7298,7840,R01A
7300,7840,A10B
7301,2875,L01E
7302,7865,N03A
7303,2875,L04A
7304,5640,C04A
7305,6959,V03A
7306,78791,N03A
7307,3752,A03B
7308,78605,G02A
7310,78605,S01G
7311,4131,C08D
7312,78651,A08A
7313,7840,L01E
7314,2699,N05C
7315,7865,J01D
7316,2875,L01A
7317,7802,J01M
7318,3709,N06A
7319,7825,C01B
7320,78791,J02A
7321,78052,R06A
7322,27651,C09A
7323,2875,A07E
7324,4589,N06D
7325,7890,G04C
7326,72885,C08C
